timestamp,Ai0,Ai1,Ai2,Ai3
2023-07-05 15:16:24.535744,0.0,0.21216255,0.077882454,1.2488049
2023-07-05 15:16:24.632421,0.0,0.032227222,0.04296963,1.5576491
2023-07-05 15:16:24.643388,0.0,0.01342801,0.06982565,1.8476942
2023-07-05 15:16:24.654351,0.0,0.0,0.08325366,2.003459
2023-07-05 15:16:24.665511,0.0,0.0,0.08325366,1.3669714
2023-07-05 15:16:24.676479,0.0,0.06982565,0.15039371,1.1816648
2023-07-05 15:16:24.715360,0.091310464,0.06982565,0.010742407,0.60963166
2023-07-05 15:16:24.726323,0.11010968,0.16919293,0.09399607,1.1306384
2023-07-05 15:16:24.737310,0.08056806,0.09399607,0.034912825,1.3723426
2023-07-05 15:16:24.748270,0.15307932,0.048340835,0.048340835,1.9148341
2023-07-05 15:16:24.759237,0.0,0.010742407,0.034912825,2.0867126
2023-07-05 15:16:24.808073,0.0,0.0,0.08056806,1.5281075
2023-07-05 15:16:24.820033,0.0,0.0,0.091310464,1.2729753
2023-07-05 15:16:24.830996,0.0,0.0,0.06982565,0.6982565
2023-07-05 15:16:24.841960,0.0,0.034912825,0.1423369,1.1682369
2023-07-05 15:16:24.852919,0.12890889,0.1396513,0.02685602,1.3589146
2023-07-05 15:16:24.894784,0.04296963,0.0,0.0,1.240748
2023-07-05 15:16:24.906740,0.0,0.0,0.0,1.8047245
2023-07-05 15:16:24.917717,0.08056806,0.27393138,0.034912825,1.329373
2023-07-05 15:16:24.928681,0.0,0.018799214,0.06714005,0.88356304
2023-07-05 15:16:24.939655,0.0,0.0,0.11010968,1.0769264
2023-07-05 15:16:24.976551,0.0,0.0,0.088624865,1.6274748
2023-07-05 15:16:24.987517,0.0,0.0,0.12353769,1.3669714
2023-07-05 15:16:24.998480,0.12353769,0.06982565,0.0,1.3481722
2023-07-05 15:16:25.009441,0.02685602,0.0,0.0,1.0957255
2023-07-05 15:16:25.020407,0.0,0.0,0.0,0.91310465
2023-07-05 15:16:25.060271,0.11010968,0.029541621,0.021484815,0.61231726
2023-07-05 15:16:25.071237,0.0,0.016113611,0.075196855,1.2165776
2023-07-05 15:16:25.082200,0.0,0.0,0.09668167,1.686558
2023-07-05 15:16:25.093164,0.0,0.0,0.077882454,2.1162543
2023-07-05 15:16:25.104123,0.0,0.0,0.15039371,1.7563837
2023-07-05 15:16:25.143991,0.13696569,0.077882454,0.0,1.2622329
2023-07-05 15:16:25.155954,0.018799214,0.0,0.0,1.0312711
2023-07-05 15:16:25.166936,0.0,0.01342801,0.0,0.66334367
2023-07-05 15:16:25.178036,0.09936727,0.24170418,0.06982565,1.5469067
